complete_address,address,label,building,house_details,locality,pincode,city,state
"H.No. 39, Mallick Zila, Opposite Mall, Vizag, Andhra Pradesh - 038614","H.No. 39, Mallick Zila, Opposite Mall, Vizag, Andhra Pradesh - 038614",0,,H.No. 39,Mallick Zilla,380614,Vizag,Andhra Pradesh
"028, Kalita Nagar, Behind School, Kochi, Kerala - 629533","028, Kalita Nagar, Behind School, Kochi, Kerala - 629533",0,,028,Kalita Nagar,629533,Kochi,Kerala
"53/10, Natarajan Street, Opposite Mall, Thiruvananthapuram, Kerala - 959098","53/10, Natarajan Street, Opposite Mall, Thiruvananthapuram, Kerala - 959098",0,,53/10,Thiruvananthapuram,600099,Kerala,
"47 Jain Marg, Behind School, Bhubaneswar, Odisha - 422342","47 Jain Marg, Behind School, Bhubaneswar, Odisha - 422342",0,,,Bhubaneswar,422342,Odisha,
"81/58, Kaul Nagar, Above Shop, Kolkata, West Bengal - 284879","81/58, Kaul Nagar, Above Shop, Kolkata, West Bengal - 284879",0,,81/58,Kaul Nagar,700024,Kolkata,West Bengal
"718, Mani Marg, Behind School, Chandigarh, Chandigarh - 387535","718, Mani Chandigarh, - 387535",1,,718,Mani Chandigarh,387535,,
"517 Sen Path, Behind School, Hyderabad, Telangana - 949473","517 Sen Path, Behind School, Hyderabad, Telangana - 949473",0,,517,,500073,Hyderabad,Telangana
"40/500, Sabharwal Zila, Opposite Mall, Jaipur, Rajasthan - 470460","40/500, Sabharwal Zila, Opposite Mall, Jaipur, Rajasthan - 470460",0,,40/500,Sabharwal Zila,394406,Jaipur,Rajasthan
"895, Ramesh Zila, Near Park, Indore, Madhya Pradesh - 958260","895, Ramesh Zila, Near Park, Indore, Madhya Pradesh - 958260",0,,895,Ramesh Zila,958260,Indore,Madhya Pradesh
"H.No. 255, Bhalla Nagar, Above Shop, Vijayawada, Andhra Pradesh - 430414","H.No. 255, Bhalla Nagar, Above Shop, Vijayawada, Andhra Pradesh - 430414",0,,H.No. 255,Bhalla Nagar,430414,Vijayawada,Andhra Pradesh
"39/36 Nigam, Above Shop, Chandigarh, Chandigarh - 738632","39/36 Nigam, Above Shop, Chandigarh, Chandigarh - 738632",0,Nigam,39/36,Chandigarh,700132,Chandigarh,
"76/67, Raval, Above Shop, Meerut, Uttar Pradesh - 962052","76/67, Raval, Above Shop, Meerut, Uttar Pradesh - 962052",0,,76/67,Raval,201002,Meerut,Uttar Pradesh
"590, Walia Chowk, Behind School, Amritsar, Punjab - 935045","590, Walia Chowk, Behind School, Amritsar, Punjab - 935045",0,,590,Amritsar,395045,Punjab,
"980 Subramaniam Marg, Opposite Mall, Agra, Uttar Pradesh - 521520","980 Subramaniam Marg, Opposite Mall, Agra, Uttar Pradesh - 521520",0,,980,Agra,201012,Uttar Pradesh,
"28/56 Reddy Ganj, Behind School, Surat, Gujarat - 446809","28/56 Reddy Ganj, Behind School, Surat, Gujarat - 446809",0,,28/56,,394180,Surat,Gujarat
"H.No. 67 Gupta Marg, Near Park, Dehradun, Uttarakhand - 184531","H.No. 67 Gupta Marg, Near Park, Dehradun, Uttarakhand - 184531",0,,H.No. 67,Dehradun,184513,Uttarakhand,
"992, Krishna, Behind School, Chennai, Tamil Nadu - 953784","992, Krishna, Behind School, Chennai, Tamil Nadu - 953784",0,,992,Krishna,600078,Chennai,Tamil Nadu
"50/402, Bhasin Chowk, Opposite Mall, Lucknow, Uttar Pradesh - 836613","Bhasin Opposite Lucknow, Pradesh 836613",1,,,Bhasin,836613,Opposite Lucknow,Pradesh
"H.No. 94, Goswami, Opposite Mall, Patna, Bihar - 767408","H.No. 94, Goswami, Opposite Mall, Patna, Bihar - 767408",0,,H.No. 94,Goswami,767408,Patna,Bihar
"287, Venkataraman Road, Opposite Mall, Vijayawada, Andhra Pradesh - 581248","287, Venkataraman Road, Opposite Mall, Vijayawada, Andhra Pradesh - 581248",0,,287,Vijayawada,521248,Andhra Pradesh,
"H.No. 54 Issac Zila, Above Shop, Bhopal, Madhya Pradesh - 033213","H.No. 54 Issac Zila, Above Shop, Bhopal, Madhya Pradesh - 033213",0,,H.No. 54,Issac Zila,033213,Bhopal,Madhya Pradesh
"H.No. 64 Bhakta Road, Opposite Mall, Vijayawada, Andhra Pradesh - 677410","H.No. 64 Bhakta Road, Opposite Mall, Vijayawada, Andhra Pradesh - 677410",0,,H.No. 64,Vijayawada,500010,Andhra Pradesh,
"07/561 Narayanan Ganj, Near Park, Patna, Bihar - 022772","07/561 Narayanan Ganj, Near Park, Patna, Bihar - 022772",0,,07/561,Patna,201022,Bihar,
"78/82, Sem Chowk, Opposite Mall, Chennai, Tamil Nadu - 791108","Sem Chowk, Opposite - 791108",1,,,,791108,,
"H.No. 059 Narayan Street, Opposite Mall, Varanasi, Uttar Pradesh - 015442","H.No. 059 Narayan Street, Opposite Mall, Varanasi, Uttar Pradesh - 015442",0,,H.No. 059,Varanasi,201044,Uttar Pradesh,
"99/74, Din Marg, Near Park, Surat, Gujarat - 054267","99/74, Din Marg, Near Park, Surat, Gujarat - 054267",0,,99/74,Surat,394267,Surat,Gujarat
"H.No. 691 Pillai Nagar, Above Shop, Pune, Maharashtra - 047829","H.No. 691 Pillai Nagar, Above Shop, Pune, Maharashtra - 047829",0,,H.No. 691,Pillai Nagar,412709,Pune,Maharashtra
"H.No. 906, Sagar Path, Behind School, Delhi, Delhi - 271937","H.No. 906, Sagar Path, Behind School, Delhi, Delhi - 271937",0,,H.No. 906,,110027,Delhi,Delhi
"88/62, Dugar, Above Shop, Kochi, Kerala - 574386","88/62, Dugar, Above Shop, Kochi, Kerala - 574386",0,,88/62,Dugar,574386,Kochi,Kerala
"04, Kuruvilla Chowk, Behind School, Coimbatore, Tamil Nadu - 652299","04, Kuruvilla Chowk, Behind School, Coimbatore, Tamil Nadu - 652299",0,,04,Coimbatore,652199,Tamil Nadu,
"55, Bassi Street, Above Shop, Lucknow, Uttar Pradesh - 244111","55, Bassi Street, Above Shop, Lucknow, Uttar Pradesh - 244111",0,,55,Lucknow,201011,Lucknow,Uttar Pradesh
"H.No. 27 Mukherjee Path, Above Shop, Bhopal, Madhya Pradesh - 177076","Mukherjee Path, Above Bhopal, Pradesh -",1,,,Mukherjee Path,421302,Bhopal,Pradesh
"579 Comar Circle, Near Park, Kolkata, West Bengal - 753688","579 Comar Circle, Near Park, Kolkata, West Bengal - 753688",0,Comar Circle,579,,700068,Kolkata,West Bengal
"H.No. 733, Bora Marg, Opposite Mall, Dehradun, Uttarakhand - 817984","H.No. 733, Bora Marg, Opposite Mall, Dehradun, Uttarakhand - 817984",0,,H.No. 733,Dehradun,817984,Uttarakhand,
"H.No. 56 Bhatti Ganj, Near Park, Agra, Uttar Pradesh - 297642","H.No. 56 Bhatti Ganj, Near Park, Agra, Uttar Pradesh - 297642",0,,H.No. 56,Bhatti Ganj,297642,Agra,Uttar Pradesh
"H.No. 841 Khalsa Zila, Behind School, Lucknow, Uttar Pradesh - 038448","H.No. 841 Khalsa Zila, Behind School, Lucknow, Uttar Pradesh - 038448",0,,H.No. 841,Khalsa Zila,203408,Lucknow,Uttar Pradesh
"54/956 Sahota, Opposite Mall, Hyderabad, Telangana - 423724","54/956 Sahota, Opposite Mall, Hyderabad, Telangana - 423724",0,,54/956,,423524,Hyderabad,Telangana
"H.No. 25 Bahl, Behind School, Bangalore, Karnataka - 706210","H.No. 25 Bahl, Behind School, Bangalore, Karnataka - 706210",0,,H.No. 25 Bahl,Bangalore,560210,Bangalore,Karnataka
"H.No. 946, Bakshi Path, Above Shop, Vizag, Andhra Pradesh - 685764","H.No. 946, Bakshi Path, Above Shop, Vizag, Andhra Pradesh - 685764",0,,H.No. 946,Vizag,500064,Andhra Pradesh,
"921, Thaman Ganj, Opposite Mall, Srinagar, Jammu & Kashmir - 064628","921, Thaman Ganj, Opposite Mall, Srinagar, Jammu & Kashmir - 064628",0,,921,Srinagar,064628,Jammu & Kashmir,
"11/020, Gade Ganj, Near Park, Aurangabad, Maharashtra - 578165","11/020, Gade Ganj, Near Park, Aurangabad, Maharashtra - 578165",0,,11/202,Aurangabad,421505,,Maharashtra
"39/34 Bahri Circle, Near Park, Raipur, Chhattisgarh - 768649","39/34 Bahri Circle, Near Park, Raipur, Chhattisgarh - 768649",0,,39/34,Raipur,768649,Chhattisgarh,
"43 Dugal Chowk, Behind School, Chandigarh, Chandigarh - 597223","43 Dugal Chowk, Behind School, Chandigarh, Chandigarh - 597223",0,,43,Chandigarh,700223,Chandigarh,
"014, Palla Chowk, Opposite Mall, Vijayawada, Andhra Pradesh - 904419","014, Palla Chowk, Opposite Mall, Vijayawada, Andhra Pradesh - 904419",0,,014,Vijayawada,500043,Andhra Pradesh,
"H.No. 25, Bhasin Path, Near Park, Vizag, Andhra Pradesh - 554802","H.No. 25, Bhasin Path, Near Park, Vizag, Andhra Pradesh - 554802",0,,H.No. 25,Vizag,500082,Andhra Pradesh,
"75/157 Sami Ganj, Near Park, Indore, Madhya Pradesh - 681684","75/157 Sami Ganj, Near Park, Indore, Madhya Pradesh - 681684",0,,75/157,Indore,421304,Madhya Pradesh,
"40/126 Chaudhary, Opposite Mall, Pune, Maharashtra - 392955","40/126 Chaudhary, Opposite Mall, Pune, Maharashtra - 392955",0,,40/126,,412195,Pune,Maharashtra
"91/96, Tank Nagar, Opposite Mall, Vizag, Andhra Pradesh - 580882","91/96, Tank Nagar, Opposite Mall, Vizag, Andhra Pradesh - 580882",0,,91/96,Tank Nagar,500088,Vizag,Andhra Pradesh
"92/202 Deol Chowk, Behind School, Surat, Gujarat - 826434","92/202 Deol Chowk, Behind School, Surat, Gujarat - 826434",0,,92/202,,394284,Surat,Gujarat
"24, Walla Circle, Near Park, Ahmedabad, Gujarat - 988761","24, Walla Circle, Near Park, Ahmedabad, Gujarat - 988761",0,,24,Ahmedabad,380001,Ahmedabad,Gujarat
"H.No. 853 Kade Path, Near Park, Shimla, Himachal Pradesh - 607292","H.No. 853 Kade Path, Near Park, Shimla, Himachal Pradesh - 607292",0,,H.No. 853,Shimla,122292,Himachal Pradesh,
"01/56 Arya Chowk, Opposite Mall, Lucknow, Uttar Pradesh - 137694","01/56 Arya Chowk, Opposite Mall, Lucknow, Uttar Pradesh - 137694",0,,01/56,Lucknow,201094,Lucknow,Uttar Pradesh
"25/38, Dass Ganj, Behind School, Amritsar, Punjab - 113293","25/38, Dass Ganj, Behind School, Amritsar, Punjab - 113293",0,,25/38,Amritsar,113293,Punjab,
"H.No. 219, Sura Zila, Behind School, Bhopal, Madhya Pradesh - 116242","H.No. Sura Zila, School, Madhya Pradesh",1,,,Sura Zila,421302,Madhya Pradesh,
"45/024, Narain, Above Shop, Srinagar, Jammu & Kashmir - 860847","45/024, Narain, Above Shop, Srinagar, Jammu & Kashmir - 860847",0,,45/024,Srinagar,860847,Jammu & Kashmir,
"H.No. 534 Borde Marg, Opposite Mall, Mumbai, Maharashtra - 391981","H.No. 534 Borde Marg, Opposite Mall, Mumbai, Maharashtra - 391981",0,,H.No. 534,,391981,Mumbai,Maharashtra
"61/512 Shah Street, Near Park, Aurangabad, Maharashtra - 203511","61/512 Shah Street, Near Park, Aurangabad, Maharashtra - 203511",0,,61/512,Aurangabad,410511,,Maharashtra
"04, Sawhney, Above Shop, Indore, Madhya Pradesh - 791085","04, Sawhney, Above Shop, Indore, Madhya Pradesh - 791085",0,,04,Sawhney,791085,Indore,Madhya Pradesh
"H.No. 149, Saxena Circle, Opposite Mall, Bhopal, Madhya Pradesh - 163258","H.No. 149, Saxena Circle, Opposite Mall, Bhopal, Madhya Pradesh - 163258",0,Saxena Circle,H.No. 149,Bhopal,163258,Madhya Pradesh,
"96/562, Nanda Marg, Opposite Mall, Guwahati, Assam - 478453","96/562, Nanda Marg, Opposite Mall, Guwahati, Assam - 478453",0,,96/562,Guwahati,784453,Assam,
"H.No. 082, Tailor Marg, Near Park, Delhi, Delhi - 010138","H.No. 082, Tailor Marg, Near Park, Delhi, Delhi - 010138",0,,H.No. 082,Delhi,110013,Delhi,
"H.No. 507 Balasubramanian Street, Opposite Mall, Bhopal, Madhya Pradesh - 954230","H.No. 507 Balasubramanian Street, Opposite Mall, Bhopal, Madhya Pradesh - 954230",0,,H.No. 507,Bhopal,954230,Madhya Pradesh,
"43/727, Sami Street, Near Park, Pune, Maharashtra - 925444","43/727, Sami Street, Near Park, Pune, Maharashtra - 925444",0,,43/727,,411004,Pune,Maharashtra
"59/293, Pandya Street, Near Park, Pune, Maharashtra - 080664","59/293, Pandya Street, Near Park, Pune, Maharashtra - 080664",0,,59/293,,411004,Pune,Maharashtra
"97, Bawa Street, Near Park, Hyderabad, Telangana - 755242","97, Bawa Street, Near Park, Hyderabad, Telangana - 755242",0,,97,,500024,Hyderabad,Telangana
"96 Basu Ganj, Opposite Mall, Jaipur, Rajasthan - 529285","96 Basu Ganj, Opposite Mall, Jaipur, Rajasthan - 529285",0,,96,Jaipur,122285,Rajasthan,
"77/763, Mukherjee, Near Park, Jaipur, Rajasthan - 902729","77/763, Mukherjee, Near Park, Jaipur, Rajasthan - 902729",0,,77/763,Mukherjee,122009,Jaipur,Rajasthan
"73/99, Ramakrishnan Street, Opposite Mall, Patna, Bihar - 533553","73/99, Ramakrishnan Street, Opposite Mall, Patna, Bihar - 533553",0,,73/99,Patna,203303,Bihar,
"52/708 Memon Zila, Opposite Mall, Shimla, Himachal Pradesh - 363429","Opposite Shimla, Himachal - 363429",1,Opposite Shimla,,,363429,,Himachal
"832 Konda Circle, Opposite Mall, Dehradun, Uttarakhand - 872946","832 Konda Circle, Opposite Mall, Dehradun, Uttarakhand - 872946",0,,832,Dehradun,872946,Uttar Pradesh,
"38/69, Dua Circle, Above Shop, Nashik, Maharashtra - 708733","38/69, Circle, Shop, Nashik, 708733",1,,38/69,Nashik,421308,,
"32 Bala Chowk, Above Shop, Chandigarh, Chandigarh - 402452","32 Bala Chowk, Above Shop, Chandigarh, Chandigarh - 402452",0,,32,Chandigarh,402452,Chandigarh,
"14, Dhar Marg, Behind School, Indore, Madhya Pradesh - 788476","14, Dhar Marg, Behind School, Indore, Madhya Pradesh - 788476",0,,14,Indore,478245,Madhya Pradesh,
"750, Shan Road, Above Shop, Nagpur, Maharashtra - 267403","750, Shan Road, Above Shop, Nagpur, Maharashtra - 267403",0,,750,Nagpur,421403,Maharashtra,
"H.No. 414, Mody Road, Above Shop, Hyderabad, Telangana - 096058","H.No. 414, Mody Road, Above Shop, Hyderabad, Telangana - 096058",0,,H.No. 414,,500058,Hyderabad,Telangana
"35/866, Maharaj Zila, Near Park, Shimla, Himachal Pradesh - 495734","35/866, Maharaj Zila, Near Park, Shimla, Himachal Pradesh - 495734",0,,35/866,Maharaj Zila,395473,Shimla,Himachal Pradesh
"H.No. 896, Sood Marg, Behind School, Indore, Madhya Pradesh - 892674","H.No. 896, Sood Marg, Behind School, Indore, Madhya Pradesh - 892674",0,,H.No. 896,Indore,892674,Madhya Pradesh,
"25 Ramakrishnan Circle, Opposite Mall, Pune, Maharashtra - 858956","25 Ramakrishnan Circle, Opposite Mall, Pune, Maharashtra - 858956",0,Ramakrishnan Circle,,,411005,Pune,Maharashtra
"97/656, Kuruvilla, Behind School, Varanasi, Uttar Pradesh - 799476","97/656, Kuruvilla, Behind School, Varanasi, Uttar Pradesh - 799476",0,,97/656,Kuruvilla,201476,Varanasi,Uttar Pradesh
"105 Chauhan Road, Above Shop, Agra, Uttar Pradesh - 081365","105 Chauhan Road, Above Shop, Agra, Uttar Pradesh - 081365",0,,105,Agra,201305,Uttar Pradesh,
"019, Kapoor Circle, Near Park, Shimla, Himachal Pradesh - 463849","019, Kapoor Circle, Near Park, Shimla, Himachal Pradesh - 463849",0,Kapoor Circle,019,Shimla,463849,Himachal Pradesh,
"H.No. 491 Kapoor Circle, Near Park, Indore, Madhya Pradesh - 734976","H.No. 491 Kapoor Circle, Near Park, Indore, Madhya Pradesh - 734976",0,Kapoor Circle,H.No. 491,Indore,394326,Madhya Pradesh,
"H.No. 75, Saha Road, Behind School, Patna, Bihar - 870274","H.No. 75, Saha Road, Behind School, Patna, Bihar - 870274",0,,H.No. 75,Patna,270074,Bihar,
"25/07, Hans Road, Above Shop, Amritsar, Punjab - 438796","25/07, Hans Road, Above Shop, Amritsar, Punjab - 438796",0,,25/07,Amritsar,413796,Punjab,
"68/74 Tiwari Zila, Behind School, Aurangabad, Maharashtra - 672378","68/74 Tiwari Zila, Behind School, Aurangabad, Maharashtra - 672378",0,,68/74,Tiwari Zilla,421378,,Maharashtra
"96/572 Gola Path, Behind School, Kolkata, West Bengal - 636782","96/572 Gola Path, Behind School, Kolkata, West Bengal - 636782",0,,96/572,,700078,Kolkata,West Bengal
"H.No. 13, Magar, Behind School, Coimbatore, Tamil Nadu - 548714","13, Behind Tamil - 548714",1,,13,,110714,,
"H.No. 42 Suri Path, Behind School, Nashik, Maharashtra - 840856","H.No. 42 Suri Path, Behind School, Nashik, Maharashtra - 840856",0,,H.No. 42,Nashik,421306,,Maharashtra
"03/830 Kari Circle, Behind School, Lucknow, Uttar Pradesh - 048645","03/830 School, Lucknow, - 048645",1,,03/830,,024645,Lucknow,
"31 Arora Zila, Near Park, Chandigarh, Chandigarh - 089817","Zila, Near Park, Chandigarh, Chandigarh",1,,,Zila,122102,Chandigarh,Haryana
"H.No. 127 Sankaran Ganj, Behind School, Agra, Uttar Pradesh - 458104","H.No. 127 Sankaran Ganj, Behind School, Agra, Uttar Pradesh - 458104",0,,H.No. 127,Sankaran Ganj,201104,Agra,Uttar Pradesh
"98/62 Dani, Opposite Mall, Mumbai, Maharashtra - 653958","Dani, Mall, Maharashtra -",1,,,Dani,410506,Maval,Maharashtra
"72/25, Varughese Circle, Behind School, Lucknow, Uttar Pradesh - 793501","72/25, Varughese Circle, Behind School, Lucknow, Uttar Pradesh - 793501",0,,72/25,Lucknow,201351,Uttar Pradesh,
"H.No. 548 Bhagat Road, Behind School, Shimla, Himachal Pradesh - 499815","H.No. 548 Bhagat Road, Behind School, Shimla, Himachal Pradesh - 499815",0,,H.No. 548,Shimla,199815,Himachal Pradesh,
"022, Bhatia Circle, Near Park, Bangalore, Karnataka - 321381","022, Bhatia Circle, Near Park, Bangalore, Karnataka - 321381",0,,022,,562381,Bangalore,Karnataka
"257, Munshi Nagar, Opposite Mall, Lucknow, Uttar Pradesh - 918565","257, Munshi Nagar, Opposite Mall, Lucknow, Uttar Pradesh - 918565",0,,257,Munshi Nagar,201005,Lucknow,Uttar Pradesh
"24, Dada Nagar, Above Shop, Patna, Bihar - 739316","24, Dada Nagar, Above Shop, Patna, Bihar - 739316",0,,24,Dada Nagar,739316,Patna,Bihar
"08/442 Johal, Above Shop, Chandigarh, Chandigarh - 536857","08/442 Johal, Above Shop, Chandigarh, Chandigarh - 536857",0,,08/442,Johal,700136,Chandigarh,
"H.No. 797 Majumdar Nagar, Near Park, Delhi, Delhi - 205368","H.No. Majumdar Nagar, Park, -",1,,,Majumdar Nagar,700041,Park,
"52/68, Sha Street, Behind School, Jaipur, Rajasthan - 532809","52/68, Sha Street, Behind School, Jaipur, Rajasthan - 532809",0,,52/68,Jaipur,382009,Rajasthan,
"30/54 Bhat Chowk, Near Park, Dehradun, Uttarakhand - 869628","30/54 Bhat Chowk, Near Park, Dehradun, Uttarakhand - 869628",0,,30/54,Dehradun,869282,Uttarakhand,
"95 Lal Nagar, Above Shop, Nashik, Maharashtra - 912254","95 Lal Nagar, Above Shop, Nashik, Maharashtra - 912254",0,,95,Lal Nagar,912254,Nashik,Maharashtra
"H.No. 69 Korpal Circle, Near Park, Ludhiana, Punjab - 299825","H.No. 69 Korpal Circle, Near Park, Ludhiana, Punjab - 299825",0,,H.No. 69,Ludhiana,122025,Punjab,
"95/020 Manne Circle, Opposite Mall, Mumbai, Maharashtra - 115359","95/020 Manne Circle, Opposite Mall, Mumbai, Maharashtra - 115359",0,,95/202,,400059,Mumbai,Maharashtra
"74/30, Sane, Near Park, Bhopal, Madhya Pradesh - 709339","74/30, Sane, Near Park, Bhopal, Madhya Pradesh - 709339",0,,74/30,Bhopal,709339,Madhya Pradesh,
"35/606, Chopra Road, Above Shop, Shimla, Himachal Pradesh - 986529","35/606, Chopra Road, Above Shop, Shimla, Himachal Pradesh - 986529",0,,35/606,Shimla,986529,Himachal Pradesh,
"H.No. 91 Sampath Road, Behind School, Nagpur, Maharashtra - 927445","H.No. 91 Sampath Road, Behind School, Nagpur, Maharashtra - 927445",0,,H.No. 91,Nagpur,421445,Maharashtra,
"50 Andra Marg, Opposite Mall, Ludhiana, Punjab - 735456","50 Opposite Mall, Ludhiana, -",1,,50,Ludhiana,110071,Opposite Mall,
"H.No. 61 Choudhary, Near Park, Jaipur, Rajasthan - 875497","H.No. 61 Choudhary, Near Park, Jaipur, Rajasthan - 875497",0,,H.No. 61,Choudhary,123507,Jaipur,Rajasthan
"72/58, Thakur Ganj, Near Park, Bhubaneswar, Odisha - 662377","72/58, Thakur Ganj, Near Park, Bhubaneswar, Odisha - 662377",0,,72/58,Bhubaneswar,662377,Odisha,
"02/64, Virk Ganj, Above Shop, Agra, Uttar Pradesh - 612699","02/64, Virk Ganj, Above Shop, Agra, Uttar Pradesh - 612699",0,,02/64,Virk Ganj,201699,Agra,Uttar Pradesh
"22 Sarna Marg, Near Park, Srinagar, Jammu & Kashmir - 572345","22 Sarna Marg, Near Park, Srinagar, Jammu & Kashmir - 572345",0,,,Srinagar,572345,Jammu & Kashmir,
"390, Devi Zila, Near Park, Agra, Uttar Pradesh - 593027","390, Devi Zila, Near Park, Agra, Uttar Pradesh - 593027",0,,390,Devi Zila,203302,Agra,Uttar Pradesh
"52 Cheema Nagar, Opposite Mall, Surat, Gujarat - 389306","52 Cheema Nagar, Opposite Mall, Surat, Gujarat - 389306",0,,52,Cheema Nagar,394306,Surat,Gujarat
"H.No. 26 Kumar Path, Near Park, Bhubaneswar, Odisha - 245125","H.No. 26 Kumar Path, Near Park, Bhubaneswar, Odisha - 245125",0,,H.No. 26,Bhubaneswar,245125,Odisha,
"616, Ram Marg, Near Park, Nagpur, Maharashtra - 296061","616, Ram Marg, Near Park, Nagpur, Maharashtra - 296061",0,,616,Nagpur,296061,Nagpur,Maharashtra
"H.No. 44 Ratta Zila, Above Shop, Nagpur, Maharashtra - 799473","H.No. 44 Ratta Zila, Above Shop, Nagpur, Maharashtra - 799473",0,,H.No. 44,Ratta Zila,799473,Nagpur,Maharashtra
"83/03, Nath Circle, Opposite Mall, Agra, Uttar Pradesh - 824929","83/03, Nath Circle, Opposite Mall, Agra, Uttar Pradesh - 824929",0,,83/03,Agra,201029,Uttar Pradesh,
"H.No. 454 Yadav Road, Near Park, Ranchi, Jharkhand - 043319","Road, Park, Ranchi, Jharkhand -",1,,,Park,700135,Ranchi,Jharkhand
"H.No. 60 Sarin Zila, Behind School, Aurangabad, Maharashtra - 488860",H.No. Sarin Maharashtra - 488860,1,,H.No. Sarin,,488860,,Maharashtra
"059, Din, Opposite Mall, Hyderabad, Telangana - 570446","059, Din, Opposite Mall, Hyderabad, Telangana - 570446",0,,059,Din,500044,Hyderabad,Telangana
"H.No. 88, Madan Circle, Opposite Mall, Lucknow, Uttar Pradesh - 534854","H.No. 88, Madan Circle, Opposite Mall, Lucknow, Uttar Pradesh - 534854",0,,H.No. 88,Lucknow,201354,Uttar Pradesh,
"H.No. 544, Pillai Ganj, Behind School, Coimbatore, Tamil Nadu - 113448","H.No. 544, Pillai Ganj, Behind School, Coimbatore, Tamil Nadu - 113448",0,,H.No. 544,Pillai Ganj,600113,Coimbatore,Tamil Nadu
"02 Sandhu Chowk, Behind School, Srinagar, Jammu & Kashmir - 967071","02 Sandhu Chowk, Behind School, Srinagar, Jammu & Kashmir - 967071",0,,,Srinagar,967071,Jammu & Kashmir,
"90/971, Wagle Street, Near Park, Agra, Uttar Pradesh - 868870","90/971, Wagle Street, Near Park, Agra, Uttar Pradesh - 868870",0,,90/971,Agra,201001,Uttar Pradesh,
"H.No. 825 D’Alia Ganj, Above Shop, Vijayawada, Andhra Pradesh - 881257","H.No. 825 D’Alia Ganj, Above Shop, Vijayawada, Andhra Pradesh - 881257",0,,H.No. 825,Vijayawada,500050,Andhra Pradesh,
"14/67 Varughese Road, Behind School, Nashik, Maharashtra - 145111","14/67 Varughese Road, Behind School, Nashik, Maharashtra - 145111",0,,14/67,Nashik,421311,,Maharashtra
"248 Bahri Street, Above Shop, Kolkata, West Bengal - 463331","248 Bahri Street, Above Shop, Kolkata, West Bengal - 463331",0,,248,,700331,Kolkata,West Bengal
"25/12, Borra, Near Park, Ahmedabad, Gujarat - 351317","25/12, Borra, Near Park, Ahmedabad, Gujarat - 351317",0,,25/12,Borra,382131,Ahmedabad,Gujarat
"H.No. 086 Borde Road, Near Park, Patna, Bihar - 054897","H.No. 086 Borde Road, Near Park, Patna, Bihar - 054897",0,,H.No. 086,Patna,054897,Bihar,
"H.No. 26 Vala Road, Above Shop, Delhi, Delhi - 107044","H.No. 26 Vala Road, Above Shop, Delhi, Delhi - 107044",0,,H.No. 26,,110044,Delhi,Delhi
"40/84 Toor Road, Opposite Mall, Guwahati, Assam - 738132","Opposite Guwahati, Assam - 738132",1,,,,738132,Opposite Guwahati,Assam
"26, Dixit Chowk, Behind School, Nagpur, Maharashtra - 763604","26, Dixit Behind School, Nagpur,",1,,26,Dixit,411001,Nagpur,
"H.No. 74, Palla, Opposite Mall, Patna, Bihar - 614708","H.No. 74, Palla, Opposite Mall, Patna, Bihar - 614708",0,,H.No. 74,Patna,201308,Bihar,
"73/65 Soman, Opposite Mall, Bangalore, Karnataka - 335947","73/65 Soman, Opposite Mall, Bangalore, Karnataka - 335947",0,,73/65,,560097,Bangalore,Karnataka
"H.No. 75, Bassi Ganj, Near Park, Nashik, Maharashtra - 103633","H.No. 75, Bassi Ganj, Near Park, Nashik, Maharashtra - 103633",0,,H.No. 75,Basti Ganj,413033,Nashik,Maharashtra
"H.No. 41, Ray Zila, Behind School, Mumbai, Maharashtra - 405097","H.No. 41, Ray Zila, Behind School, Mumbai, Maharashtra - 405097",0,,H.No. 41,Ray Zila,400597,Mumbai,Maharashtra
"52, Malhotra Street, Opposite Mall, Guwahati, Assam - 421557","52, Malhotra Street, Opposite Mall, Guwahati, Assam - 421557",0,,52,Guwahati,421507,Assam,
"41 Varghese Ganj, Above Shop, Nashik, Maharashtra - 695797","41 Ganj, Above Nashik, 695797",1,,41,Ganj,394597,Nashik,
"594, Comar Marg, Behind School, Jaipur, Rajasthan - 701600","594, Comar Marg, Behind School, Jaipur, Rajasthan - 701600",0,,594,Jaipur,700160,Rajasthan,
"66, Gala Marg, Behind School, Coimbatore, Tamil Nadu - 831198","66, Gala Marg, Behind School, Coimbatore, Tamil Nadu - 831198",0,,66,Coimbatore,831198,Tamil Nadu,
"60/988, Kala Zila, Near Park, Ranchi, Jharkhand - 042529","60/988, Kala Zila, Near Park, Ranchi, Jharkhand - 042529",0,,60/988,Kala Zila,042529,Ranchi,Jharkhand
"H.No. 329 Contractor, Above Shop, Mumbai, Maharashtra - 403071","329 Contractor, Shop, Maharashtra -",1,,329,,400008,,Maharashtra
"97/576, Lall Path, Above Shop, Ranchi, Jharkhand - 250346","97/576, Lall Path, Above Shop, Ranchi, Jharkhand - 250346",0,,97/576,Ranchi,250346,Jharkhand,
"16/646, Viswanathan Nagar, Above Shop, Amritsar, Punjab - 585311","16/646, Viswanathan Nagar, Above Shop, Amritsar, Punjab - 585311",0,,16/646,Viswanathan Nagar,855311,Amritsar,Punjab
"09, Sankaran Marg, Opposite Mall, Vizag, Andhra Pradesh - 211481","Sankaran Marg, Vizag, Pradesh -",1,,,,500010,Vizag,Pradesh
